what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431379341163
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431379350724
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431379365398
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431379386097
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431379401946
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431379406472
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431379422003
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1431379427085
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1431379430320
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1431379452483
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1431379461652
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1431379463597
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431379492471
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431379503584
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431379512331
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431379517757
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431379539976
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1431379543353
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431379546577
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431379546665
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431379549752
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431379556670
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1431379561740
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431379582560
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431379586536
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431379586620
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431379587583
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431379588015
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431379599616
started,bundle,org.eclipse.mylyn.java.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.java.ui",1431379617306
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1431379617376
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431379620323
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1431379631913
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1431379633027
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1431379634107
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431379634641
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431379637382
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431379659714
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1431379662614
started,bundle,org.eclipse.mylyn.context.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.context.ui",1431379662726
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1431379665038
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431379668070
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431379671736
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1431379671788
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1431379673230
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431379682730
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431379688885
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431379698159
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1431379700232
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1431379700354
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1431379700398
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431379702035
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431379742270
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431379770578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431379785749
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431379787097
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431379800519
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1431379801576
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431379803926
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431379807704
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1431379807745
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1431379807786
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1431379809192
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1431379809353
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431379810143
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431379815446
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431379818875
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431379840783
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431379852174
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431379879505
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1431379888308
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1431379889156
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1431379889550
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1431379893410
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431379973695
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431380012813
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1431380066485
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1431380123317
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1431380124352
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1431380138606
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1431380138749
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431380143001
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431380149320
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1431380200595
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1431380206749
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431380208984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431380216893
