what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431381557416
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431381620967
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431381623444
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431381715993
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1431381718358
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431381721472
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431381743846
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1431381749108
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431381755584
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431381759490
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1431381759516
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1431381761199
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1431381761243
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431381787092
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431381806925
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431381809204
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431381810380
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431381817993
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431381837222
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431381840421
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431381875871
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431381877254
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431382089421
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1431382092364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431382094561
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1431382095283
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431382102367
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1431382102412
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1431382102453
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431382105272
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431382111512
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1431382112319
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431382116118
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431382117439
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1431382117714
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431382118359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431382120563
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431382206195
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1431382211507
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1431382212821
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1431382217735
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431382225528
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431382285286
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431382352558
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431382373854
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431382410945
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1431382454223
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431382455427
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431382460846
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431382517820
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1431382529276
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1431382561797
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431382563611
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431382564689
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1431382602255
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1431382603294
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431382606002
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1431382623046
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1431382627581
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1431382628082
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1431382629420
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1431382640729
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431382645602
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431382650180
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431382728111
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1431382729856
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431382730600
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431382734010
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431382780833
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431382843299
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431382855245
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431382941069
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431383178123
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431383186557
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431383196011
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431385131519
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431385136302
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431387587945
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1431387607215
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431387609021
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431387614734
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431387615613
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431387621201
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431387622435
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431387625009
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431387635893
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431387651560
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431387653411
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431387658128
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431387663252
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431387666913
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1431387669739
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431387674228
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431387674355
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431387675477
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431387701682
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1431387703188
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431387711405
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431387718259
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1431387721259
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1431387724906
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1431387726952
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1431387727438
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1431387729273
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431387730542
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1431387731130
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1431387732243
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1431387862590
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1431387873302
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1431388033320
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1431388052901
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431388056481
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431388636554
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431388636564
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431388637724
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1431388637864
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,22.3.0.v201310242005-887826,"overlay.com.android.ide.eclipse.adt.overlay",1431388638674
stopped,bundle,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.adt",1431388638674
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1431388638674
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1431388638674
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1431388638674
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1431388638674
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1431388638674
stopped,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1431388638684
stopped,bundle,org.eclipse.help.webapp,3.6.1.r37_20110929,"org.eclipse.help.webapp",1431388638684
stopped,bundle,org.eclipse.help.base,3.6.2.v201202080800,"org.eclipse.help.base",1431388638684
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1431423823240
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1431423823240
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1431423823240
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1431423823240
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1431423823240
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1431423823240
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1431423823240
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1431423823240
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1431423823240
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1431423823240
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1431423823240
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1431423823240
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1431423823240
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1431423823240
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1431423823240
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1431423823240
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1431423823240
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1431423823240
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1431423823240
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1431423823275
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1431423823275
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1431423823275
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1431423823275
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1431423823275
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1431423823275
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1431423823275
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1431423823275
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1431423823275
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1431423823275
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1431423823275
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1431423823275
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1431423823275
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1431423823275
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1431423823275
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1431423823275
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1431423823275
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1431423823285
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1431423823285
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1431423823285
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1431423823285
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1431423823285
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1431423823285
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1431423823285
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1431423823285
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1431423823285
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1431423823285
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1431423823285
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1431423823285
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1431423823285
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1431423823285
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1431423823285
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1431423823285
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1431423823285
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1431423823285
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1431423823285
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1431423823285
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1431423823285
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1431423823285
started,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1431423823285
started,bundle,org.eclipse.mylyn.bugzilla.core,3.8.3.v20130107-0100,"org.eclipse.mylyn.bugzilla.core",1431423823285
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.bugzilla.ui",1431423823285
started,bundle,org.eclipse.mylyn.commons.core,3.8.3.v20130107-0100,"org.eclipse.mylyn.commons.core",1431423823285
started,bundle,org.eclipse.mylyn.commons.net,3.8.3.v20130107-0100,"org.eclipse.mylyn.commons.net",1431423823285
started,bundle,org.eclipse.mylyn.commons.notifications.core,1.0.3.v20130107-0100,"org.eclipse.mylyn.commons.notifications.core",1431423823285
started,bundle,org.eclipse.mylyn.commons.notifications.feed,1.0.3.v20130107-0100,"org.eclipse.mylyn.commons.notifications.feed",1431423823285
started,bundle,org.eclipse.mylyn.commons.notifications.ui,1.0.3.v20130107-0100,"org.eclipse.mylyn.commons.notifications.ui",1431423823285
started,bundle,org.eclipse.mylyn.commons.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.commons.ui",1431423823295
started,bundle,org.eclipse.mylyn.commons.workbench,3.8.3.v20130107-0100,"org.eclipse.mylyn.commons.workbench",1431423823295
started,bundle,org.eclipse.mylyn.context.core,3.8.3.v20130107-0100,"org.eclipse.mylyn.context.core",1431423823295
started,bundle,org.eclipse.mylyn.context.tasks.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.context.tasks.ui",1431423823295
started,bundle,org.eclipse.mylyn.monitor.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.monitor.ui",1431423823295
started,bundle,org.eclipse.mylyn.tasks.index.core,3.8.3.v20130107-0100,"org.eclipse.mylyn.tasks.index.core",1431423823295
started,bundle,org.eclipse.mylyn.tasks.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.tasks.ui",1431423823295
started,bundle,org.eclipse.mylyn.team.ui,3.8.3.v20130107-0100,"org.eclipse.mylyn.team.ui",1431423823295
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1431423823295
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1431423823295
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1431423823295
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1431423823295
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1431423823295
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1431423823295
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1431423823295
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1431423823295
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1431423823295
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1431423823295
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1431423823295
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1431423823295
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1431423823305
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1431423823305
started,bundle,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.adt",1431423823305
